"report_date_as_yyyy_mm_dd","market_and_exchange_names","commodity_name","open_interest_all","prod_merc_positions_long","prod_merc_positions_short","m_money_positions_long_all","m_money_positions_short_all"
"2007-02-13T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","70803","14385","17697","3340","18837"
"2007-02-13T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","123596","13544","51590","39685","7227"
"2007-02-13T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","10571","1104","4778","4705","1124"
"2007-02-13T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","854696","138776","156612","84800","56751"
"2007-02-20T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","15572","999","9382","4782","1125"
"2007-02-20T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","396115","37677","152335","121632","25830"
"2007-02-20T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","71320","15448","17057","3127","18649"
"2007-02-20T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","127032","13491","52320","41698","7452"
"2007-02-20T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","10908","1249","5093","5120","860"
"2007-02-20T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","847260","141497","157919","84656","55810"
"2007-02-27T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","17344","1868","10923","5392","1335"
"2007-02-27T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","415155","40388","163533","135725","23488"
"2007-02-27T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","65863","11946","14758","3445","16313"
"2007-02-27T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","125249","13054","60563","50923","7144"
"2007-02-27T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","12289","1135","5744","5950","810"
"2007-02-27T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","752461","111115","140109","68001","52167"
"2007-03-06T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","115412","13525","50757","29787","7128"
"2007-03-06T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","382550","46621","144155","90236","21355"
"2007-03-06T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","65495","11067","15270","2872","16919"
"2007-03-06T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","10978","1196","5418","5067","410"
"2007-03-06T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","15612","984","10463","5193","1220"
"2007-03-06T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","755533","110913","140352","69213","60216"
"2007-03-13T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","768922","114297","136145","68093","77680"
"2007-03-13T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","394090","53743","148548","86278","18012"
"2007-03-13T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","65156","11524","15948","2669","14477"
"2007-03-13T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","112728","14634","47576","24146","6687"
"2007-03-13T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","10704","1236","5256","5300","420"
"2007-03-13T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","15502","888","10620","5568","1248"
"2007-03-20T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","15320","950","10536","5367","1249"
"2007-03-20T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","359726","43047","135054","84393","17292"
"2007-03-20T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","71303","12558","19120","5760","12696"
"2007-03-20T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","113072","14475","47063","22688","6309"
"2007-03-20T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","11339","1053","5309","5818","720"
"2007-03-20T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","775465","119599","138310","69585","86043"
"2007-03-27T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","15673","986","10539","5497","1391"
"2007-03-27T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","359434","45025","134213","88263","19339"
"2007-03-27T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","74716","12551","20439","6827","14648"
"2007-03-27T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","111348","12480","46945","22702","6071"
"2007-03-27T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","11320","1074","5660","6010","720"
"2007-03-27T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","754619","111840","135423","58966","70359"
"2007-04-03T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","15692","977","10951","5566","1238"
"2007-04-03T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","347817","49115","128149","92087","23268"
"2007-04-03T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","77186","11525","21345","8449","13785"
"2007-04-03T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","112120","9553","42814","23975","7514"
"2007-04-03T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","11787","762","5760","6622","1068"
"2007-04-03T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","739152","109514","135895","57570","64999"
"2007-04-10T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","16337","1007","11136","6092","1205"
"2007-04-10T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","369536","45802","143994","106783","23048"
"2007-04-10T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","80185","11513","22526","10827","14997"
"2007-04-10T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","118004","9439","45677","27551","8649"
"2007-04-10T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","12684","735","6356","7113","1199"
"2007-04-10T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","751438","109101","140428","67695","64267"
"2007-04-17T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","755276","122808","144462","59795","69766"
"2007-04-17T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","380800","41290","150149","124963","18323"
"2007-04-17T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","80657","12181","22268","12459","15166"
"2007-04-17T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","122313","8703","47664","30637","8621"
"2007-04-17T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","13788","679","6627","7827","1025"
"2007-04-17T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18857","954","12175","7968","1396"
"2007-04-24T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","746282","121806","141522","59199","70271"
"2007-04-24T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","403388","44175","157780","124958","20388"
"2007-04-24T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","80138","12770","23091","12224","14808"
"2007-04-24T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","123627","9345","49341","31840","9302"
"2007-04-24T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","14767","776","7549","8316","1025"
"2007-04-24T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","19881","1008","12767","8944","1508"
"2007-05-01T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","20105","1045","13439","9616","1310"
"2007-05-01T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","396276","44609","160018","122272","18137"
"2007-05-01T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","81864","12153","24052","14084","15487"
"2007-05-01T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","109108","6717","43920","28131","10914"
"2007-05-01T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","14652","636","7859","8524","886"
"2007-05-01T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","733792","121935","142846","58584","68802"
"2007-05-08T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","20373","1073","13414","9693","1278"
"2007-05-08T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","411273","48916","164628","129038","14702"
"2007-05-08T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","81613","12520","24519","14867","16105"
"2007-05-08T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","108852","7220","42304","26323","11329"
"2007-05-08T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","15130","690","8060","9129","695"
"2007-05-08T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","731141","119372","148942","57061","59821"
"2007-05-15T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","19975","1128","12996","9114","1297"
"2007-05-15T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","408936","54004","147325","107716","20305"
"2007-05-15T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","81845","12920","24230","14245","17044"
"2007-05-15T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","108698","6812","42352","25929","10977"
"2007-05-15T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","16081","781","8485","9992","752"
"2007-05-15T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","762147","122131","157547","64564","57509"
"2007-05-22T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","19106","1089","12456","8911","1272"
"2007-05-22T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","416813","61832","143540","95529","29281"
"2007-05-22T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","80380","13262","21458","11627","16853"
"2007-05-22T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","108612","6060","38598","24391","13409"
"2007-05-22T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","15141","924","7770","9388","984"
"2007-05-22T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","766655","122034","162203","61738","62531"
"2007-05-29T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","111742","6146","40818","25515","13358"
"2007-05-29T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","425688","73524","150245","91921","28204"
"2007-05-29T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","79901","13069","21513","11230","16598"
"2007-05-29T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","19332","1611","12841","8982","1344"
"2007-05-29T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","756480","120410","153544","55078","72196"
"2007-05-29T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","14738","1028","7658","8770","712"
"2007-06-05T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","115097","5318","42285","29418","10542"
"2007-06-05T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","385046","56262","142446","101257","24239"
"2007-06-05T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","81226","11610","21327","11877","15749"
"2007-06-05T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","14730","970","7622","8726","530"
"2007-06-05T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18107","1105","12731","8755","810"
"2007-06-05T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","773909","123450","158799","62082","70243"
"2007-06-12T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","767890","121341","149031","58062","88891"
"2007-06-12T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","412150","74628","137153","80246","36872"
"2007-06-12T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","76962","12039","21015","12529","15770"
"2007-06-12T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","119583","5300","42340","28302","11412"
"2007-06-12T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","15187","976","7947","9444","589"
"2007-06-12T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18198","1114","12733","8980","836"
"2007-06-19T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18634","1111","12949","9442","834"
"2007-06-19T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","410324","73524","136494","81722","31746"
"2007-06-19T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","78337","11928","22655","13265","15685"
"2007-06-19T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","124252","5900","46409","28503","9953"
"2007-06-19T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","15231","910","7617","9402","535"
"2007-06-19T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","794880","129227","159607","57007","88980"
"2007-06-26T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18165","947","13786","9816","713"
"2007-06-26T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","407640","74252","130455","72368","45874"
"2007-06-26T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","79416","13057","22967","12538","16392"
"2007-06-26T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","120288","7587","44037","25272","12257"
"2007-06-26T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","15288","1550","7059","8316","744"
"2007-06-26T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","802306","136353","156730","67443","108911"
"2007-07-03T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","17549","951","13099","9425","965"
"2007-07-03T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","375642","60148","124137","69308","34443"
"2007-07-03T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","81852","12184","24626","15221","16607"
"2007-07-03T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","117290","8329","40435","25171","14938"
"2007-07-03T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","14533","1232","6864","8602","525"
"2007-07-03T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","805330","135792","149734","63577","115585"
"2007-07-10T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","17613","950","13166","9635","866"
"2007-07-10T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","387916","61866","129389","72474","33675"
"2007-07-10T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","87538","11944","29006","19403","16673"
"2007-07-10T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","116724","7186","42483","24758","13443"
"2007-07-10T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","15801","784","7606","9681","758"
"2007-07-10T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","822709","136785","151980","68081","125763"
"2007-07-17T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","830833","128961","138825","67776","132091"
"2007-07-17T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","385595","56310","129377","72985","27947"
"2007-07-17T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","89893","12645","28912","18702","16572"
"2007-07-17T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","115546","7392","43972","24721","10757"
"2007-07-17T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","17001","880","7970","10564","690"
"2007-07-17T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","17724","944","13256","9870","895"
"2007-07-24T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","836827","133736","138359","69663","136284"
"2007-07-24T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","401603","48605","141842","114752","19037"
"2007-07-24T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","94496","13518","30374","20502","16808"
"2007-07-24T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","119064","7294","47634","28499","8968"
"2007-07-24T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","18768","893","8966","11771","607"
"2007-07-24T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18966","951","14525","10172","795"
"2007-07-31T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18623","981","13799","10039","1008"
"2007-07-31T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","351185","50567","121716","76461","21368"
"2007-07-31T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","89395","12746","26879","18274","16230"
"2007-07-31T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","118550","9355","45013","24450","10206"
"2007-07-31T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","14773","1863","7198","7637","375"
"2007-07-31T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","809913","126660","135595","68272","128435"
"2007-08-07T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18920","949","13637","9937","986"
"2007-08-07T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","352908","46992","118564","84522","20981"
"2007-08-07T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","84651","13136","26141","16233","15289"
"2007-08-07T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","122787","10965","47822","25225","9135"
"2007-08-07T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","14573","1656","7222","7546","433"
"2007-08-07T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","798615","128840","139172","65143","121599"
"2007-08-14T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","17996","908","12147","9197","1552"
"2007-08-14T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","347973","47066","121483","77995","12117"
"2007-08-14T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","76111","12813","23753","13706","11809"
"2007-08-14T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","122912","12173","48296","19859","8462"
"2007-08-14T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","12933","1987","6027","5695","390"
"2007-08-14T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","769438","125014","140452","65602","101587"
"2007-08-21T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","17677","1465","11053","8097","1737"
"2007-08-21T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","330204","53391","108671","65359","22367"
"2007-08-21T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","76498","15465","24626","10950","12751"
"2007-08-21T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","117914","12181","45303","17799","11889"
"2007-08-21T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","11119","1973","4967","4371","1001"
"2007-08-21T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","763051","127786","140651","59625","99630"
"2007-08-28T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","17819","1749","10719","7924","2001"
"2007-08-28T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","325767","51644","115819","66292","16289"
"2007-08-28T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","73083","14881","24438","10035","10208"
"2007-08-28T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","111791","11544","41126","15163","14521"
"2007-08-28T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","10529","1844","4798","4128","828"
"2007-08-28T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","771157","132729","141511","59260","109172"
"2007-09-04T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","107814","12235","39144","14673","14765"
"2007-09-04T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","339439","45083","121543","85525","11759"
"2007-09-04T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","69156","12267","23917","10250","8331"
"2007-09-04T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","10881","2032","5060","3834","710"
